,X,cat,include,eval_sigma0_est,eval_sigma0_lower,eval_sigma0_upper,eval_shape_est,eval_shape_lower,eval_shape_upper,rp_value,attr_PR_est,attr_PR_lower,attr_PR_upper,attr_dI.abs_est,attr_dI.abs_lower,attr_dI.abs_upper,attr_dI.rel_est,attr_dI.rel_lower,attr_dI.rel_upper,proj_PR_est,proj_PR_lower,proj_PR_upper,proj_dI.abs_est,proj_dI.abs_lower,proj_dI.abs_upper,proj_dI.rel_est,proj_dI.rel_lower,proj_dI.rel_upper,aic_eval,aic_attr,aic_proj,attr_nobs,attr_nsamp,attr_nfailed,proj_nobs,proj_nsamp,proj_nfailed,ystart,yend
HadGEM2-ES_r1i1p1_RCA4,x ~ gmst (rp100),,Y,1.32989531933883,1.0497289405869,1.6072700016438,-0.21598358008421,-0.59398578796395,-0.0621242526778125,21.7428502511924,556.799972621198,4.12811355982394,Inf,1.69851430957448,0.516295919415857,2.74963101259968,8.47378688184857,2.57035852110322,14.0180805301354,7.59142853288523,3.51840474235946,21.1949117599902,1.4340342223777,0.942058652514714,1.89066224068214,6.22064513701712,4.2384577325135,7.93768433571841,201.92606268816,201.92606268816,283.500080316451,56,1000,0,81,1000,0,1970,2050
HadGEM2-ES_r1i1p1_RegCM4-6,x ~ gmst (rp100),,Y,1.32739510569155,0.967855570456385,1.5592156294173,-0.0660350981418419,-0.265858889639805,0.179558603553535,26.0805305474155,11.1170533850604,2.44871397533969,Inf,2.18523614407755,1.08447618671174,3.33128861575849,9.14504800481675,4.47728978229692,13.7449628329102,5.42203912381566,2.59571182515591,15.4700539107112,1.57382052214324,1.07452044755991,2.08431751917607,5.86532033532043,4.12089230337386,7.58255151610884,212.029520349489,212.029520349489,300.021161709338,56,1000,0,80,1000,0,1970,2049
HadGEM2-ES_r1i1p1_REMO2015,x ~ gmst (rp100),Crazy PR,N,1.39701382558161,1.14883313713629,1.61001578820077,-0.289324651310246,-0.424257912391684,-0.150727893337007,23.5782968379196,Inf,225.951331362662,Inf,2.25187230784022,1.42289794531721,3.08187657009709,10.5590709997548,6.66819056106026,14.507556735046,11.0575422987293,5.51003303302735,23.0386592835892,1.68527990664064,1.26123402647745,2.1367738104453,6.69713081218989,5.18135730402259,8.2114813630676,274.200139452286,274.200139452286,368.320795546297,76,1000,0,101,1000,0,1950,2050
HadGEM2-ES_r1i1p1_WRF361H,x ~ gmst (rp100),,Y,1.51762844374979,1.10202541311281,1.75758754428217,-0.162208690333054,-0.3653254214006,0.0693148003866904,23.3907165052356,39.0094069144308,2.07868037426132,Inf,1.98966470837129,0.762452040984907,3.18128290386414,9.29704169335647,3.46565388440145,15.024691447705,6.06104671418959,2.381773320444,16.836551780097,1.53974448293042,0.934111042991431,2.14906226536854,6.25650818963853,3.91810673624056,8.47124673518895,221.269641412549,221.269641412549,319.617596513946,56,1000,0,81,1000,0,1970,2050
IPSL-CM5A-MR_r1i1p1_HIRHAM5,x ~ gmst (rp100),,Y,1.41948241142314,1.14668503921896,1.66490514649177,-0.181863491663278,-0.419342841402768,0.0252723278230415,23.2811430439952,260.587354271842,3.34659423621316,Inf,2.15282344237835,1.19006469688177,3.04690671330671,10.1892790480773,5.54139703615605,14.7289222186628,3.38954629123991,1.43530934153138,9.84965082480428,0.887253934427626,0.361988386752504,1.37706525790821,3.80740581546099,1.58718361833972,5.8934295730961,282.592522844649,282.592522844649,388.363012419563,75,1000,0,100,1000,0,1951,2050
IPSL-CM5A-MR_r1i1p1_RACMO22E,x ~ gmst (rp100),,Y,1.32025640775293,1.00331221846931,1.58851931312009,0.0101380380702411,-0.218469503770376,0.273409773738344,25.2210816545183,4.80962146387049,1.63183488021979,709.05973763381,2.19559985109417,1.31454793797421,3.01532466471308,9.53552186155625,5.78987774167344,13.24947210702,2.22802894368379,1.3182733323865,5.60891988014689,0.79017596515186,0.289464603738929,1.31104985500107,3.27820172662585,1.24891798515234,5.2115716365405,288.184874462993,288.184874462993,390.041906167014,75,1000,0,100,1000,0,1951,2050
IPSL-CM5A-MR_r1i1p1_RCA4,x ~ gmst (rp100),,Y,0.860020260402081,0.553063138809051,1.03730623954449,-0.0408452180065446,-0.213174557995295,0.407800560609159,20.8582531759045,10.9482463968169,1.35338525942956,Inf,1.6278596439523,0.981844607067698,2.45258631349303,8.46503552435127,4.71395243054929,13.3852176982895,2.95427372227875,1.51812545188796,8.02022801010248,0.745551603793906,0.409231234282514,1.11548634438296,3.56282343094691,1.95199197783197,5.24207925242156,165.472859933039,165.472859933039,241.671079567347,56,1000,0,81,1000,0,1970,2050
IPSL-CM5A-MR_r1i1p1_REMO2015,x ~ gmst (rp100),,Y,1.51110492385542,1.24774714774287,1.72285395586054,-0.05070643553305,-0.255227964852884,0.127999029926018,25.5263508952742,2.93097604194657,1.25230470470617,107.607438807077,1.25617311685881,0.293682589613132,2.2349165551678,5.17578869148617,1.23428293240093,9.45947669813872,1.72543736054559,1.13597125534969,3.86572386836442,0.610824217629744,0.13612174077825,1.0971969043379,2.41169063502745,0.55731194754423,4.23409116489868,306.48711289603,306.48711289603,401.187794539892,76,1000,0,101,1000,0,1950,2050
MIROC5_r1i1p1_CCLM4-8-17,x ~ gmst (rp100),,Y,1.94163336744885,1.61674002237101,2.22844146342929,-0.179683982668233,-0.383500141581701,-0.0423606541807002,26.7829082315414,20.3488142935111,1.55227159414077,Inf,1.97897772374839,0.327498097558274,3.40872767736739,7.97848439031315,1.27006574927937,14.3145040619905,9.95425831168427,4.71366099630433,30.7369163115615,2.32170188689472,1.58266358880336,3.06004679463401,7.96229193996701,5.63060810459478,10.2740835636176,333.389869776305,333.389869776305,437.350853999001,76,1000,0,101,1000,0,1950,2050
MIROC5_r1i1p1_REMO2015,x ~ gmst (rp100),,Y,1.99881460681437,1.50114869970369,2.35293250015719,-0.209871084956679,-0.359459625157534,0.0267544562865786,26.4854701062083,13.3946695166914,0.823501032116727,Inf,1.40428430271903,-0.109729586409655,2.84404061739361,5.59895498451144,-0.426582129040444,11.4397746754306,10.7881898166262,4.43830079460547,23.7912852465256,2.09844682110326,1.18989598554476,3.024693394785,7.28754681770863,4.3394429506939,10.1168668318888,335.264563968383,343.944948177961,446.58406523602,78,1000,0,103,1000,0,1948,2050
MPI-ESM-LR_r1i1p1_ALADIN63,x ~ gmst (rp100),,Y,1.36056482210487,1.12672555168434,1.56002434297235,-0.170811070544,-0.338023251187968,-0.0488895185900282,24.2840536307611,32.3696899871388,3.39481642230386,Inf,1.62756188652666,0.748687092824628,2.48984599484847,7.18364478004782,3.32922251108828,11.2437577290583,9.42138495699713,3.63858618795143,26.757818550343,1.67616626605914,1.01682318444324,2.34620794504928,6.42983494881169,4.04423180094387,8.76278087049858,276.392304601687,276.392304601687,379.830064322056,75,1000,0,100,1000,0,1951,2050
MPI-ESM-LR_r1i1p1_CCLM4-8-17,x ~ gmst (rp100),,Y,1.23124908941042,0.982584824942398,1.43972291687794,-0.162018967806611,-0.333786106145285,0.0121505911714917,19.6263185317394,Inf,0.364043930258731,Inf,0.615881446688448,-0.170645812854542,1.82575970199288,3.23970166458063,-0.900347888451464,9.90550707913933,13.328759011657,2.08797115617674,25.0071795704936,0.86706726798883,0.396763762086439,1.37745066345886,4.182855791999,1.9596332537737,6.37934277222771,266.422884752091,321.192549429041,416.715662806063,77,1000,0,102,1000,0,1949,2050
MPI-ESM-LR_r1i1p1_COSMO-crCLIM-v1-1,x ~ gmst (rp100),,Y,1.19769658809159,1.00197272344888,1.35199457823411,-0.176322313397771,-0.393585015607641,-0.0488369966720783,20.5464238778012,5.24786489038059,0.840048130745906,Inf,0.747314087145448,-0.084384437474677,1.56285783468356,3.77448327246584,-0.421705145679226,8.04245348083864,3.9195443657099,1.64921160498133,11.652183208144,0.818879899525147,0.323704208022185,1.34413850469115,3.7977766086176,1.51655864579615,6.13906534359138,260.033792937248,262.688894701411,356.866326477375,77,1000,0,102,1000,0,1949,2050
MPI-ESM-LR_r1i1p1_HadREM3-GA7-05,x ~ gmst (rp100),,Y,2.81914427947521,1.09261825692118,3.82043459516951,-0.705399515561515,-0.903663633472264,-0.0249760344936254,23.1660567514479,Inf,1.82341455504132,Inf,1.4366449031012,0.393077605457475,2.4976732227001,6.61152226819483,1.78350803036939,11.8305698091061,34.0039971397548,3.68786768423333,58.4513811869977,2.8253844573635,0.984339348727704,4.02926090797385,10.240157938829,4.09695857710038,13.9305832471874,335.525205250397,335.525205250397,463.304296356874,75,1000,0,100,1000,0,1951,2050
MPI-ESM-LR_r1i1p1_HIRHAM5,x ~ gmst (rp100),,Y,1.37376373860528,1.15416250316357,1.55925538447057,-0.219917947330454,-0.40007869834296,-0.081575585520813,21.0713500389341,7.66048268310627,0.789072221777639,Inf,0.821253576706813,-0.0985712347571889,1.70958624886254,4.05555389940342,-0.479030140037163,8.59521021730493,4.82360424102328,1.68210186538011,15.8826136196783,0.897965807151746,0.283155189492198,1.54239348756275,4.05789177020304,1.3346903935427,6.68597520726635,273.583144436857,273.583144436857,377.303596717235,75,1000,0,100,1000,0,1951,2050
MPI-ESM-LR_r1i1p1_RACMO22E,x ~ gmst (rp100),,Y,1.37731035649783,1.11109485252351,1.61448927376872,-0.0872075215150294,-0.213763729442852,0.0558878384279579,22.7055430117343,2.42345997987972,0.879787490759225,17.888746641411,0.788103497743904,-0.1413227585647,1.66658217956342,3.59578269733944,-0.625907091674861,7.62718024080935,2.80682282149298,1.10884666140522,7.82319579009678,0.971131142963554,0.126221058833297,1.73874364479114,4.01382170469585,0.5470140425045,6.89462555699402,289.597692688845,289.597692688845,409.360096873038,76,1000,0,101,1000,0,1950,2050
MPI-ESM-LR_r1i1p1_RCA4,x ~ gmst (rp100),,Y,0.817163039352405,0.672633353330701,0.936516048518258,-0.253013303774019,-0.514764557308361,-0.0994843494519413,19.2682654602786,203459187.191887,2.79070083693109,Inf,1.00057252589686,0.258110532862289,1.77973291133159,5.47727909315619,1.40780002142873,10.1918718111192,11.4674137244451,3.59557089080795,55.0664150929939,1.14964878838545,0.646442162116676,1.72845327765854,5.4625401361946,3.19892536724575,8.20824358593,146.020478817489,146.020478817489,239.117293591938,56,1000,0,81,1000,0,1970,2050
MPI-ESM-LR_r1i1p1_RegCM4-6,x ~ gmst (rp100),,Y,1.4543889381259,1.08095957797787,1.78571783868883,-0.267602717782108,-0.613119382418457,-0.0178539415030414,23.2433075579384,1.62731458169454,0.148602473121395,Inf,0.194605563150123,-1.23343734585631,1.71506357700565,0.844323308072302,-5.00913166157999,8.02005282819037,3.00581266761099,0.918354766348179,11.3492286771598,0.732634343233205,-0.0357830498901772,1.51362329021965,2.94300463937338,-0.154261576271431,5.90380080326018,210.114863482251,210.114863482251,308.498524172897,56,1000,0,80,1000,0,1970,2049
MPI-ESM-LR_r1i1p1_REMO2009,x ~ gmst (rp100),,Y,1.47015468027477,1.25548285161884,1.68436603302951,-0.264816037541233,-0.48180546847394,-0.144469795069711,21.2216336918352,5.46859898128559,0.48838212747046,Inf,0.596065083120976,-0.299126022390701,1.65798676887257,2.88993285193185,-1.39523974489578,8.38197921540008,4.11187649816266,1.16330942406749,20.9447756214286,0.668646606103131,0.0556592295205191,1.40261502965088,3.0474745060521,0.262900715131546,6.24857461010695,283.868126383211,283.868126383211,385.218245957079,76,1000,0,101,1000,0,1950,2050
MPI-ESM-LR_r1i1p1_WRF361H,x ~ gmst (rp100),,Y,1.30725000453346,1.01216928815537,1.58997146657439,-0.281081273096778,-0.544300786008909,-0.0986574942947834,21.1718617231396,452.191006110621,0.813712162914486,Inf,1.04780941049728,-0.121801064238107,2.30982723392416,5.20675157378232,-0.574959888021981,11.8478023551423,4.34985500510172,1.15976667358454,14.0571479835666,0.661946614108832,0.0762069497928489,1.27626703799171,3.05648019465075,0.362241178755109,5.7605491944214,197.070785541974,197.070785541974,284.85927302665,56,1000,0,81,1000,0,1970,2050
MPI-ESM-LR_r2i1p1_COSMO-crCLIM-v1-1,x ~ gmst (rp100),,Y,1.17186487703782,0.962620274810199,1.36520442964107,-0.0403971883642687,-0.184186666722084,0.1097223546443,21.3702424214354,1.77986644561392,0.749790878445041,9.20707425916713,0.556660549478707,-0.286112536752984,1.50218246091293,2.6745062570356,-1.36368450389292,7.34667768721252,3.00818734929456,1.7951642421084,6.46136889359873,0.926799592409509,0.539565176464652,1.36120799315517,4.17918847485054,2.51069847257594,6.00001729459366,269.13467359651,269.13467359651,349.086016412822,76,1000,0,101,1000,0,1950,2050
MPI-ESM-LR_r2i1p1_RCA4,x ~ gmst (rp100),,Y,1.11919283848259,0.850791199727138,1.34268662169568,-0.166611628286066,-0.473899069540989,0.0508148167877141,20.017021119172,2.18411401497261,0.369159536710931,Inf,0.382184303211936,-0.843247115403823,1.90997396390021,1.94646029806206,-4.05290589943995,10.6082332394626,4.21402861203261,2.04351814058392,12.3916431705216,0.885536407610484,0.46193704710458,1.26162686820336,4.15595254620398,2.21383890339817,5.81789361050854,186.537568965548,186.537568965548,263.87402634224,56,1000,0,81,1000,0,1970,2050
MPI-ESM-LR_r2i1p1_REMO2009,x ~ gmst (rp100),,Y,1.53129067070589,1.28256435068549,1.74653687573878,-0.191310650816757,-0.359083208450039,-0.0398460239685291,21.5661406290774,1.44277953545059,0.354409251084218,2020.21059439039,0.225754509064696,-0.828152776909073,1.47582544088534,1.05787452858216,-3.80855644432852,7.17194355183292,2.7460479841137,1.41599533342111,5.82606982203351,0.789397916625834,0.242167939925475,1.36477997284812,3.43271178992105,1.10925684617455,5.66591016004729,296.562966164835,296.562966164835,388.511111163014,76,1000,0,101,1000,0,1950,2050
MPI-ESM-LR_r3i1p1_COSMO-crCLIM-v1-1,x ~ gmst (rp100),,Y,1.20054002454921,0.960113064122084,1.37963320928867,-0.117967405005958,-0.26744903610352,0.0604212717036216,21.1682146702577,3.7616773306851,0.817554315801448,375920.160988426,0.832456740121103,-0.170709015892971,1.88498585101435,4.09356141522241,-0.823430518157923,9.24203819352302,4.18810939145019,1.68169053629149,10.6421469969854,0.878974277137967,0.370302000138247,1.46704042693109,4.03155857089743,1.72413670024207,6.42131441602456,265.974408657472,270.49661111896,357.980330083106,77,1000,0,102,1000,0,1949,2050
MPI-ESM-LR_r3i1p1_RCA4,x ~ gmst (rp100),,Y,1.22145087397743,0.868284771671936,1.53782934183102,-0.284036039859421,-0.584955918000478,0.0612738938428932,20.1139913514244,52.6723213483504,0.412495939501174,Inf,0.787164671871011,-0.58416932481011,1.9740846021986,4.0729121491206,-2.800123565358,10.5523333900347,10.1039132008448,2.89478147479104,22.0087706185551,0.893112803841859,0.372276053187123,1.55545908367422,4.2881237021988,1.86317787554011,7.03604305627962,190.104522513123,190.104522513123,266.439861395021,56,1000,0,81,1000,0,1970,2050
MPI-ESM-LR_r3i1p1_REMO2015,x ~ gmst (rp100),,Y,1.64014733954179,1.30144557768203,1.90196650568921,-0.0400479681594149,-0.21886380607858,0.140979142003493,24.3346341430448,1.72559286915981,0.772843842669058,13.1214151617388,0.739013874779967,-0.3940095351294,2.37210708895128,3.13199596525933,-1.61578095683804,10.1934413575573,2.15016710396335,1.35672653655195,4.58910341846461,0.956919854296228,0.395235610921061,1.61035062709853,3.81917111614746,1.6187099531862,6.14639891273697,320.236608278064,320.236608278064,416.228340279179,76,1000,0,101,1000,0,1950,2050
NorESM1-M_r1i1p1_ALADIN63,x ~ gmst (rp100),,Y,1.19409034022772,0.989655314552025,1.41328024412287,-0.07379770656635,-0.382190244332227,0.0777628941710123,22.9298774957338,14.7917455044647,2.70995802687796,Inf,2.08082619051275,1.19186129286457,3.03168489563876,9.98043584837677,5.76300863900905,15.0118438415073,8.80697073657429,3.64963288355823,33.9252790717665,2.13588626813677,1.64329979824152,2.64686661242301,8.46997473623752,6.67191253054526,10.262748674852,268.784199997489,268.784199997489,357.382300074875,76,1000,0,101,1000,0,1950,2050
NorESM1-M_r1i1p1_COSMO-crCLIM-v1-1,x ~ gmst (rp100),,Y,1.32790314709719,1.04992015377682,1.53827206796933,-0.116972661730137,-0.326074305678702,0.0970179506384458,21.7426873279404,25.6788438152448,2.62753783199028,Inf,2.09640340632087,1.16570938002364,3.25099517710753,10.6707376045498,6.01129039543341,17.2763515175317,6.69944661350527,2.49204193371774,21.9992337044765,1.67558248938268,1.17561594872508,2.18835094011346,7.28243459061698,5.27209164182606,9.33812007802455,280.909574989546,280.909574989546,363.60897721423,76,1000,0,101,1000,0,1950,2050
NorESM1-M_r1i1p1_HadREM3-GA7-05,x ~ gmst (rp100),Crazy shape parameter,N,2.69087536850771,1.31351348119526,3.59175498750525,-0.629295203642991,-0.896014072611084,-0.102138364679405,24.4101636857191,Inf,214.629572667665,Inf,5.13885598932631,2.55259386678222,6.24285250540427,26.6658395490628,12.2984313579077,33.5134447939491,49.3197314344458,17.0790268817422,68.4007941570659,3.53216357096483,2.65667835829429,4.44605862632578,12.9721929637464,10.1066807588529,15.7088111196089,335.530057543331,335.530057543331,444.614487375634,75,1000,0,100,1000,0,1951,2050
NorESM1-M_r1i1p1_HIRHAM5,x ~ gmst (rp100),,Y,1.56214727055977,1.23628292967556,1.82173951117723,-0.189413073278961,-0.513015089374253,-0.0250192236581314,21.35305369682,42.2104946306291,2.47342965459194,Inf,1.7538767162155,0.649678979172749,2.90057507786062,8.94872635698506,3.15436787380936,15.3434056942195,6.99641000300422,2.94972207093009,19.7695143778255,1.68070547566525,1.01420668694362,2.35237973276051,7.28183251276199,4.61001481090609,9.84720916393381,294.527857646087,294.527857646087,388.460675365146,75,1000,0,100,1000,0,1951,2050
NorESM1-M_r1i1p1_RACMO22E,x ~ gmst (rp100),,Y,1.49888051902086,1.1520281577979,1.78309248794276,-0.183208978262842,-0.356618117762619,0.0187498876620869,21.8855265707347,129.667677519859,3.24995058270826,Inf,2.07893719372658,1.01867765436296,3.56976152977197,10.49618969806,4.96087685229283,19.0302514728758,11.3994262860981,5.122792503968,23.1460266726678,2.09975699371177,1.54525099402298,2.70024151575558,8.75846273704192,6.73970655050111,10.8886052975653,294.052961091747,294.052961091747,382.115673382181,76,1000,0,101,1000,0,1950,2050
NorESM1-M_r1i1p1_RCA4,x ~ gmst (rp100),,Y,1.21746851450459,0.936911093929859,1.45954748527503,-0.218836885604277,-0.598061597219841,-0.0110562980165024,19.7773327524181,780.082217062635,2.01244603027926,Inf,1.56012857526846,0.249499664212538,2.87866284208044,8.56403957543264,1.3343437992877,16.5940472213278,15.4815077399494,6.1447640735468,45.3171607014993,1.88103826468823,1.20117668818337,2.47221609980073,8.61720350764479,5.77017220842398,10.9180792277278,193.041146127554,193.041146127554,265.607014062343,56,1000,0,81,1000,0,1970,2050
NorESM1-M_r1i1p1_RegCM4-6,x ~ gmst (rp100),,Y,1.54063377272471,1.05477760875213,1.86578891968797,-0.200132854228666,-0.488191305667716,0.031437283897339,24.7060208692492,Inf,13.4614184165274,Inf,3.79220891717772,2.07332179393022,5.80413621320444,18.1325572108441,9.45653319202637,30.5501131918924,21.4686914965021,6.18375180855051,61.918040826429,3.11147771784177,2.40398281444716,3.78952227801225,11.2126073873942,9.00194997445792,13.3721061443012,218.526835131851,218.526835131851,307.826263597436,56,1000,0,80,1000,0,1970,2049
NorESM1-M_r1i1p1_REMO2015,x ~ gmst (rp100),,Y,1.51092238156946,1.2342570144035,1.72773360726414,-0.0927976612665524,-0.226696149906541,0.0542839466391021,23.8501186483952,14.6398492855453,2.42298210503505,177771.556660661,2.34584449758112,1.02755328880382,3.52706020940332,10.9087360081499,4.86103779795484,16.6508439088416,6.90334875881734,3.10673725686487,17.4625525700096,2.09923122319772,1.50846452995921,2.74683693197961,8.1952545808382,6.05749257957221,10.3930072466871,302.575908752196,302.575908752196,392.6073993089,76,1000,0,101,1000,0,1950,2050
